gitárpengető,0,300,5000
gitárkábel,0,2000,30000
heveder,0,2000,20000
kapodaszter,0,2000,20000
kottatartó,0,2000,20000
metronóm,0,2000,20000
dobverő,0,1000,10000
dobőr,0,5000,50000
zongorahangolás,0,15000,50000
hangszerbiztosítás,0,1000,30000
próbaterem,0,3000,50000
zenekari terem bérlése,0,5000,100000
hangfelvétel,0,10000,200000
keverés,0,10000,200000
mastering,0,10000,100000
zenetanár,1,5000,6000
magánóra,0,5000,50000
varrócérna,0,300,5000
varrótű,0,200,3000
gomb,0,100,5000
cipzár,0,200,5000
patent,0,200,5000
textilragasztó,0,500,5000
foltvarró készlet,0,1000,20000
kötőfonal,0,500,10000
horgolófonal,0,500,10000
kötőtű,0,500,10000
horgolótű,0,500,10000
gyöngyfűző készlet,0,1000,20000
festővászon,0,1000,30000
akrilfesték,0,500,15000
olajfesték,0,1000,20000
ecsetkészlet,0,1000,20000
rajzlap,0,300,5000
skiccfüzet,0,500,10000
szénceruza,0,300,5000
pasztellkréta,0,500,10000
vízfesték,0,500,10000
kalligráfia készlet,0,1000,30000
bélyegzőfesték,0,500,5000
scrapbook kellék,0,500,20000
vászonkép,0,3000,100000
egyedi póló,0,3000,20000
egyedi bögre,0,2000,10000
egyedi kulcstartó,0,1000,10000
gyűjtőkártya,0,500,100000
sportkártya,0,500,100000
érme,0,500,500000
bankjegygyűjtemény,0,1000,1000000
figura,0,500,50000
akciófigura,0,2000,100000
plüssállat,0,1000,30000
horgászbot,0,5000,300000
horgászorsó,0,5000,300000
horgászzsinór,0,1000,20000
horog,0,200,10000
csali,0,300,20000
etetőanyag,0,500,10000
túrakártya,0,1000,20000
geocaching tagság,1,1000,10000
objektívszűrő,0,2000,50000
állványfej,0,3000,50000
kameraakkumulátor,0,5000,50000
drón,0,30000,1000000
drónakkumulátor,0,10000,150000
drónjavítás,0,5000,200000
3D-nyomtató filament,0,5000,20000
3D-nyomtató gyanta,0,5000,30000
3D-nyomtató fúvóka,0,1000,10000
elektronikai alkatrész,0,100,100000
Arduino,0,3000,50000
Raspberry Pi,0,20000,100000
fejlesztőpanel,0,3000,50000
szenzor,0,500,30000
breadboard,0,500,10000
jumperkábel,0,300,5000
